Drug	Indication	drug_name	drug_id	ind_name	ind_id	sem_type	TrialStatus	status	phase	DetailedStatus
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	stage III squamous cell carcinoma of the paranasal sinus and nasal cavity (CUI: C0280411)	Sunitinib	DB01268	stage III squamous cell carcinoma of the paranasal sinus and nasal cavity	C0280411	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Laryngeal verrucous carcinoma stage III (CUI: C0280398)	Cetuximab	DB00002	Laryngeal verrucous carcinoma stage III	C0280398	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Laryngeal verrucous carcinoma stage III (CUI: C0280398)	Sunitinib	DB01268	Laryngeal verrucous carcinoma stage III	C0280398	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Verrucous carcinoma of the oral cavity stage III (CUI: C0280355)	Cetuximab	DB00002	Verrucous carcinoma of the oral cavity stage III	C0280355	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Verrucous carcinoma of the oral cavity stage III (CUI: C0280355)	Sunitinib	DB01268	Verrucous carcinoma of the oral cavity stage III	C0280355	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Salivary gland cancer stage IV (CUI: C0278992)	Cetuximab	DB00002	Salivary gland cancer stage IV	C0278992	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Salivary gland cancer stage IV (CUI: C0278992)	Sunitinib	DB01268	Salivary gland cancer stage IV	C0278992	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Squamous cell carcinoma of the hypopharynx stage IV (CUI: C0280391)	Cetuximab	DB00002	Squamous cell carcinoma of the hypopharynx stage IV	C0280391	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Squamous cell carcinoma of the hypopharynx stage IV (CUI: C0280391)	Sunitinib	DB01268	Squamous cell carcinoma of the hypopharynx stage IV	C0280391	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Laryngeal squamous cell carcinoma stage IV (CUI: C0280399)	Cetuximab	DB00002	Laryngeal squamous cell carcinoma stage IV	C0280399	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Laryngeal squamous cell carcinoma stage IV (CUI: C0280399)	Sunitinib	DB01268	Laryngeal squamous cell carcinoma stage IV	C0280399	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	stage IV squamous cell carcinoma of the lip and oral cavity (CUI: C0280358)	Cetuximab	DB00002	stage IV squamous cell carcinoma of the lip and oral cavity	C0280358	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	stage IV squamous cell carcinoma of the lip and oral cavity (CUI: C0280358)	Sunitinib	DB01268	stage IV squamous cell carcinoma of the lip and oral cavity	C0280358	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Nasopharyngeal squamous cell carcinoma stage IV (CUI: C0280384)	Cetuximab	DB00002	Nasopharyngeal squamous cell carcinoma stage IV	C0280384	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Nasopharyngeal squamous cell carcinoma stage IV (CUI: C0280384)	Sunitinib	DB01268	Nasopharyngeal squamous cell carcinoma stage IV	C0280384	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	stage IV squamous cell carcinoma of the oropharynx (CUI: C0280374)	Cetuximab	DB00002	stage IV squamous cell carcinoma of the oropharynx	C0280374	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	stage IV squamous cell carcinoma of the oropharynx (CUI: C0280374)	Sunitinib	DB01268	stage IV squamous cell carcinoma of the oropharynx	C0280374	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity (CUI: C0280415)	Cetuximab	DB00002	stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity	C0280415	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity (CUI: C0280415)	Sunitinib	DB01268	stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity	C0280415	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Laryngeal verrucous carcinoma stage IV (CUI: C0280400)	Cetuximab	DB00002	Laryngeal verrucous carcinoma stage IV	C0280400	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Laryngeal verrucous carcinoma stage IV (CUI: C0280400)	Sunitinib	DB01268	Laryngeal verrucous carcinoma stage IV	C0280400	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Verrucous carcinoma of the oral cavity stage IV (CUI: C0280360)	Cetuximab	DB00002	Verrucous carcinoma of the oral cavity stage IV	C0280360	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Verrucous carcinoma of the oral cavity stage IV (CUI: C0280360)	Sunitinib	DB01268	Verrucous carcinoma of the oral cavity stage IV	C0280360	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	untreated metastatic squamous neck cancer with occult primary (CUI: C0279099)	Cetuximab	DB00002	untreated metastatic squamous neck cancer with occult primary	C0279099	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	untreated metastatic squamous neck cancer with occult primary (CUI: C0279099)	Sunitinib	DB01268	untreated metastatic squamous neck cancer with occult primary	C0279099	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00906360"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	
"<a href=""http://www.drugbank.ca/drugs/DB00398"" target=""_blank"">Sorafenib (DBID: DB00398)</a>"	Colorectal Neoplasms (CUI: C0009404)	Sorafenib	DB00398	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00889343"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	
"<a href=""http://www.drugbank.ca/drugs/DB00526"" target=""_blank"">Oxaliplatin (DBID: DB00526)</a>"	Colorectal Neoplasms (CUI: C0009404)	Oxaliplatin	DB00526	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00889343"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	
"<a href=""http://www.drugbank.ca/drugs/DB00762"" target=""_blank"">Irinotecan (DBID: DB00762)</a>"	Colorectal Neoplasms (CUI: C0009404)	Irinotecan	DB00762	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00889343"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	
"<a href=""http://www.drugbank.ca/drugs/DB00107"" target=""_blank"">Oxytocin (DBID: DB00107)</a>"	Fetal Membranes, Premature Rupture (CUI: C0015944)	Oxytocin	DB00107	Fetal Membranes, Premature Rupture	C0015944	Pathologic Function	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00890630"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Inadequate Patient Recruitment.
"<a href=""http://www.drugbank.ca/drugs/DB00555"" target=""_blank"">Lamotrigine (DBID: DB00555)</a>"	Bipolar Disorder (CUI: C0005586)	Lamotrigine	DB00555	Bipolar Disorder	C0005586	Mental or Behavioral Dysfunction	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00907985"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	Slow recruitment; trial unlikely to reach completion
"<a href=""http://www.drugbank.ca/drugs/DB00399"" target=""_blank"">Zoledronic acid (DBID: DB00399)</a>"	Giant Cell Tumor of Bone (CUI: C0206638)	Zoledronic acid	DB00399	Giant Cell Tumor of Bone	C0206638	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00889590"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	low recruitment with registration denosumab
"<a href=""http://www.drugbank.ca/drugs/DB06603"" target=""_blank"">Panobinostat (DBID: DB06603)</a>"	Non-Small Cell Lung Carcinoma (CUI: C0007131)	Panobinostat	DB06603	Non-Small Cell Lung Carcinoma	C0007131	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00907179"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	Widespread use firstline Pemetrexed; slow recruitment; funding withdrawn..
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Neoplasm Metastasis (CUI: C0027627)	Cetuximab	DB00002	Neoplasm Metastasis	C0027627	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00908024"" target=""_blank"">Terminated (Phase 1/Phase 2)</a>"	Terminated	Phase 1/Phase 2	
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	cognitive/functional effects (CUI: C0935657)	Sunitinib	DB01268	cognitive/functional effects	C0935657	Finding	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00910039"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Slow Accrual
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	unspecified adult solid tumor, protocol specific (CUI: C0279004)	Sunitinib	DB01268	unspecified adult solid tumor, protocol specific	C0279004	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00910039"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Slow Accrual
"<a href=""http://www.drugbank.ca/drugs/DB00515"" target=""_blank"">Cisplatin (DBID: DB00515)</a>"	Nausea and vomiting (CUI: C0027498)	Cisplatin	DB00515	Nausea and vomiting	C0027498	Sign or Symptom	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00891761"" target=""_blank"">Withdrawn (Phase 3)</a>"	Withdrawn	Phase 3	This study has been cancelled prior to enrollment.
"<a href=""http://www.drugbank.ca/drugs/DB00904"" target=""_blank"">Ondansetron (DBID: DB00904)</a>"	Nausea and vomiting (CUI: C0027498)	Ondansetron	DB00904	Nausea and vomiting	C0027498	Sign or Symptom	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00891761"" target=""_blank"">Withdrawn (Phase 3)</a>"	Withdrawn	Phase 3	This study has been cancelled prior to enrollment.
"<a href=""http://www.drugbank.ca/drugs/DB01234"" target=""_blank"">Dexamethasone (DBID: DB01234)</a>"	Nausea and vomiting (CUI: C0027498)	Dexamethasone	DB01234	Nausea and vomiting	C0027498	Sign or Symptom	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00891761"" target=""_blank"">Withdrawn (Phase 3)</a>"	Withdrawn	Phase 3	This study has been cancelled prior to enrollment.
"<a href=""http://www.drugbank.ca/drugs/DB01234"" target=""_blank"">Cisplatin (DBID: DB01234)</a>"	Nausea and vomiting (CUI: C0027498)		DB01234	Nausea and vomiting	C0027498	Sign or Symptom	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00891761"" target=""_blank"">Withdrawn (Phase 3)</a>"	Withdrawn	Phase 3	This study has been cancelled prior to enrollment.
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	Adult Kidney Wilms Tumor (CUI: C1332219)	Vincristine	DB00541	Adult Kidney Wilms Tumor	C1332219	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	Adult Kidney Wilms Tumor (CUI: C1332219)	Etoposide	DB00773	Adult Kidney Wilms Tumor	C1332219	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	Adult Kidney Wilms Tumor (CUI: C1332219)	Dactinomycin	DB00773	Adult Kidney Wilms Tumor	C1332219	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	Adult Kidney Wilms Tumor (CUI: C1332219)	Doxorubicin	DB00970	Adult Kidney Wilms Tumor	C1332219	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	Adult Kidney Wilms Tumor (CUI: C1332219)		DB00997	Adult Kidney Wilms Tumor	C1332219	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	Beckwith-Wiedemann Syndrome (CUI: C0004903)	Vincristine	DB00541	Beckwith-Wiedemann Syndrome	C0004903	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	Beckwith-Wiedemann Syndrome (CUI: C0004903)	Etoposide	DB00773	Beckwith-Wiedemann Syndrome	C0004903	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	Beckwith-Wiedemann Syndrome (CUI: C0004903)	Dactinomycin	DB00773	Beckwith-Wiedemann Syndrome	C0004903	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	Beckwith-Wiedemann Syndrome (CUI: C0004903)	Doxorubicin	DB00970	Beckwith-Wiedemann Syndrome	C0004903	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	Beckwith-Wiedemann Syndrome (CUI: C0004903)		DB00997	Beckwith-Wiedemann Syndrome	C0004903	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	Childhood Kidney Wilms Tumor (CUI: C1333015)	Vincristine	DB00541	Childhood Kidney Wilms Tumor	C1333015	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	Childhood Kidney Wilms Tumor (CUI: C1333015)	Etoposide	DB00773	Childhood Kidney Wilms Tumor	C1333015	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	Childhood Kidney Wilms Tumor (CUI: C1333015)	Dactinomycin	DB00773	Childhood Kidney Wilms Tumor	C1333015	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	Childhood Kidney Wilms Tumor (CUI: C1333015)	Doxorubicin	DB00970	Childhood Kidney Wilms Tumor	C1333015	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	Childhood Kidney Wilms Tumor (CUI: C1333015)		DB00997	Childhood Kidney Wilms Tumor	C1333015	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	Diffuse Hyperplastic Perilobar Nephroblastomatosis (CUI: C1880323)	Vincristine	DB00541	Diffuse Hyperplastic Perilobar Nephroblastomatosis	C1880323	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	Diffuse Hyperplastic Perilobar Nephroblastomatosis (CUI: C1880323)	Etoposide	DB00773	Diffuse Hyperplastic Perilobar Nephroblastomatosis	C1880323	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	Diffuse Hyperplastic Perilobar Nephroblastomatosis (CUI: C1880323)	Dactinomycin	DB00773	Diffuse Hyperplastic Perilobar Nephroblastomatosis	C1880323	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	Diffuse Hyperplastic Perilobar Nephroblastomatosis (CUI: C1880323)	Doxorubicin	DB00970	Diffuse Hyperplastic Perilobar Nephroblastomatosis	C1880323	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	Diffuse Hyperplastic Perilobar Nephroblastomatosis (CUI: C1880323)		DB00997	Diffuse Hyperplastic Perilobar Nephroblastomatosis	C1880323	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	Congenital hemihypertrophy (CUI: C0332890)	Vincristine	DB00541	Congenital hemihypertrophy	C0332890	Congenital Abnormality	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	Congenital hemihypertrophy (CUI: C0332890)	Etoposide	DB00773	Congenital hemihypertrophy	C0332890	Congenital Abnormality	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	Congenital hemihypertrophy (CUI: C0332890)	Dactinomycin	DB00773	Congenital hemihypertrophy	C0332890	Congenital Abnormality	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	Congenital hemihypertrophy (CUI: C0332890)	Doxorubicin	DB00970	Congenital hemihypertrophy	C0332890	Congenital Abnormality	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	Congenital hemihypertrophy (CUI: C0332890)		DB00997	Congenital hemihypertrophy	C0332890	Congenital Abnormality	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	stage I Wilms' tumor (CUI: C0278711)	Vincristine	DB00541	stage I Wilms' tumor	C0278711	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	stage I Wilms' tumor (CUI: C0278711)	Etoposide	DB00773	stage I Wilms' tumor	C0278711	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	stage I Wilms' tumor (CUI: C0278711)	Dactinomycin	DB00773	stage I Wilms' tumor	C0278711	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
