compound_entity	drugbank_id	drug_name	relation	disease_entity	umls_cui	disease_name	sem_type	label	num_raw_rows
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB00858	DB00858	Drostanolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB06412	DB06412	Oxymetholone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260899	C1260899	Anemia, Diamond-Blackfan	Congenital Abnormality	approved	1
Compound::DB01053	DB01053	Benzylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260911	C1260911	Infection by Pasteurella multocida	Disease or Syndrome	approved	1
Compound::DB01053	DB01053	Benzylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260915	C1260915	Late latent syphilis	Disease or Syndrome	approved	1
Compound::DB00355	DB00355	Aztreonam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB00438	DB00438	Ceftazidime	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB00479	DB00479	Amikacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB00493	DB00493	Cefotaxime	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB00537	DB00537	Ciprofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB00798	DB00798	Gentamicin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01059	DB01059	Norfloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01165	DB01165	Ofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01212	DB01212	Ceftriaxone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01326	DB01326	Cefamandole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01330	DB01330	Cefotetan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01332	DB01332	Ceftizoxime	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB01607	DB01607	Ticarcillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1260917	C1260917	Proteus pneumonia	Disease or Syndrome	approved	1
Compound::DB00207	DB00207	Azithromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1261256	C1261256	Pelvic inflammatory disease due to Mycoplasma hominis	Disease or Syndrome	approved	1
Compound::DB06589	DB06589	Pazopanib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1261473	C1261473	Sarcoma	Neoplastic Process	approved	1
Compound::DB00826	DB00826	Natamycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1262117	C1262117	Fungal keratitis	Disease or Syndrome	approved	1
Compound::DB00969	DB00969	Alosetron	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1262211	C1262211	Diarrhoea predominant irritable bowel syndrome	Disease or Syndrome	approved	1
Compound::DB01220	DB01220	Rifaximin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1262211	C1262211	Diarrhoea predominant irritable bowel syndrome	Disease or Syndrome	approved	1
Compound::DB09272	DB09272	Eluxadoline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1262211	C1262211	Diarrhoea predominant irritable bowel syndrome	Disease or Syndrome	approved	1
Compound::DB09290	DB09290	Ramosetron	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1262211	C1262211	Diarrhoea predominant irritable bowel syndrome	Disease or Syndrome	approved	1
Compound::DB00303	DB00303	Ertapenem	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00319	DB00319	Piperacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00355	DB00355	Aztreonam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00415	DB00415	Ampicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00456	DB00456	Cefalotin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00493	DB00493	Cefotaxime	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00685	DB00685	Trovafloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00916	DB00916	Metronidazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01059	DB01059	Norfloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01165	DB01165	Ofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01212	DB01212	Ceftriaxone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01330	DB01330	Cefotetan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01331	DB01331	Cefoxitin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01597	DB01597	Cilastatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB01598	DB01598	Imipenem	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB09324	DB09324	Sulbactam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263758	C1263758	Female genital tract infection	Disease or Syndrome	approved	1
Compound::DB00182	DB00182	Amphetamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00289	DB00289	Atomoxetine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00422	DB00422	Methylphenidate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00575	DB00575	Clonidine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01018	DB01018	Guanfacine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01255	DB01255	Lisdexamfetamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01576	DB01576	Dextroamphetamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01577	DB01577	Methamphetamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB06701	DB06701	Dexmethylphenidate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1263846	C1263846	Attention deficit hyperactivity disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00215	DB00215	Citalopram	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00234	DB00234	Reboxetine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00285	DB00285	Venlafaxine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00334	DB00334	Olanzapine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00370	DB00370	Mirtazapine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00472	DB00472	Fluoxetine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00476	DB00476	Duloxetine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00656	DB00656	Trazodone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00715	DB00715	Paroxetine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00752	DB00752	Tranylcypromine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01037	DB01037	Selegiline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01149	DB01149	Nefazodone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01156	DB01156	Bupropion	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01175	DB01175	Escitalopram	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB01247	DB01247	Isocarboxazid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB06148	DB06148	Mianserin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB06594	DB06594	Agomelatine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB06684	DB06684	Vilazodone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB06700	DB06700	Desvenlafaxine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB08918	DB08918	Levomilnacipran	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB09068	DB09068	Vortioxetine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB09128	DB09128	Brexpiprazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB09167	DB09167	Dosulepin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1269683	C1269683	Major Depressive Disorder	Mental or Behavioral Dysfunction	approved	1
Compound::DB00290	DB00290	Bleomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1272826	C1272826	FIGO stage finding for vulvar carcinoma	Finding	approved	1
Compound::DB00277	DB00277	Theophylline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1273489	C1273489	Asthma night-time symptoms	Finding	approved	1
Compound::DB00651	DB00651	Dyphylline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1273489	C1273489	Asthma night-time symptoms	Finding	approved	1
Compound::DB01223	DB01223	Aminophylline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1273489	C1273489	Asthma night-time symptoms	Finding	approved	1
Compound::DB00299	DB00299	Penciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274321	C1274321	Recurrent herpes simplex labialis	Disease or Syndrome	approved	1
Compound::DB00426	DB00426	Famciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274321	C1274321	Recurrent herpes simplex labialis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274321	C1274321	Recurrent herpes simplex labialis	Disease or Syndrome	approved	1
Compound::DB00787	DB00787	Aciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274321	C1274321	Recurrent herpes simplex labialis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274321	C1274321	Recurrent herpes simplex labialis	Disease or Syndrome	approved	1
Compound::DB00299	DB00299	Penciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274323	C1274323	Recurrent genital herpes simplex	Disease or Syndrome	approved	1
Compound::DB00426	DB00426	Famciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274323	C1274323	Recurrent genital herpes simplex	Disease or Syndrome	approved	1
Compound::DB00577	DB00577	Valaciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274323	C1274323	Recurrent genital herpes simplex	Disease or Syndrome	approved	1
Compound::DB00787	DB00787	Aciclovir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274323	C1274323	Recurrent genital herpes simplex	Disease or Syndrome	approved	1
Compound::DB04911	DB04911	Oritavancin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274355	C1274355	Streptococcal infection of skin	Disease or Syndrome	approved	1
Compound::DB09042	DB09042	Tedizolid Phosphate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274355	C1274355	Streptococcal infection of skin	Disease or Syndrome	approved	1
Compound::DB00857	DB00857	Terbinafine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274469	C1274469	Onychomycosis of fingernails	Disease or Syndrome	approved	1
Compound::DB01167	DB01167	Itraconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274469	C1274469	Onychomycosis of fingernails	Disease or Syndrome	approved	1
Compound::DB00857	DB00857	Terbinafine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274470	C1274470	Onychomycosis of toenails	Disease or Syndrome	approved	1
Compound::DB01167	DB01167	Itraconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274470	C1274470	Onychomycosis of toenails	Disease or Syndrome	approved	1
Compound::DB09040	DB09040	Efinaconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274470	C1274470	Onychomycosis of toenails	Disease or Syndrome	approved	1
Compound::DB09041	DB09041	Tavaborole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274470	C1274470	Onychomycosis of toenails	Disease or Syndrome	approved	1
Compound::DB00039	DB00039	Palifermin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1274988	C1274988	Drug-induced mucositis	Disease or Syndrome	approved	1
Compound::DB06168	DB06168	Canakinumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275126	C1275126	TNF receptor-associated periodic fever syndrome (TRAPS)	Congenital Abnormality	approved	1
Compound::DB08870	DB08870	Brentuximab vedotin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275317	C1275317	Anaplastic large T-cell systemic malignant lymphoma	Neoplastic Process	approved	1
Compound::DB00137	DB00137	Xanthophyll	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275684	C1275684	Meibomian gland dysfunction	Disease or Syndrome	approved	1
Compound::DB00253	DB00253	Medrysone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB00324	DB00324	Fluorometholone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB00684	DB00684	Tobramycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB00858	DB00858	Drostanolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB00873	DB00873	Loteprednol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1275687	C1275687	Herpes zoster keratitis	Disease or Syndrome	approved	1
Compound::DB01053	DB01053	Benzylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1276801	C1276801	Infection due to Erysipelothrix rhusiopathiae (disorder)	Disease or Syndrome	approved	1
Compound::DB00685	DB00685	Trovafloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278797	C1278797	Postnatal infection	Disease or Syndrome	approved	1
Compound::DB01059	DB01059	Norfloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278797	C1278797	Postnatal infection	Disease or Syndrome	approved	1
Compound::DB00199	DB00199	Erythromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278807	C1278807	Chlamydial urethritis	Disease or Syndrome	approved	1
Compound::DB00207	DB00207	Azithromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278807	C1278807	Chlamydial urethritis	Disease or Syndrome	approved	1
Compound::DB00263	DB00263	Sulfisoxazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278807	C1278807	Chlamydial urethritis	Disease or Syndrome	approved	1
Compound::DB01059	DB01059	Norfloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278807	C1278807	Chlamydial urethritis	Disease or Syndrome	approved	1
Compound::DB01165	DB01165	Ofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1278807	C1278807	Chlamydial urethritis	Disease or Syndrome	approved	1
Compound::DB00415	DB00415	Ampicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1279247	C1279247	Genitourinary tract infection	Disease or Syndrome	approved	1
Compound::DB00456	DB00456	Cefalotin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1279247	C1279247	Genitourinary tract infection	Disease or Syndrome	approved	1
Compound::DB00948	DB00948	Mezlocillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1279247	C1279247	Genitourinary tract infection	Disease or Syndrome	approved	1
Compound::DB01060	DB01060	Amoxicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1279247	C1279247	Genitourinary tract infection	Disease or Syndrome	approved	1
Compound::DB01327	DB01327	Cefazolin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1279247	C1279247	Genitourinary tract infection	Disease or Syndrome	approved	1
Compound::DB01607	DB01607	Ticarcillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1279247	C1279247	Genitourinary tract infection	Disease or Syndrome	approved	1
Compound::DB00526	DB00526	Oxaliplatin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1282500	C1282500	Metastasis from malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB00544	DB00544	Fluorouracil	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1282500	C1282500	Metastasis from malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB00762	DB00762	Irinotecan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1282500	C1282500	Metastasis from malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB01101	DB01101	Capecitabine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1282500	C1282500	Metastasis from malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB08885	DB08885	Aflibercept	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1282500	C1282500	Metastasis from malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB08896	DB08896	Regorafenib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1282500	C1282500	Metastasis from malignant tumor of colon	Neoplastic Process	approved	1
Compound::DB06760	DB06760	Sacrosidase	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1283620	C1283620	Sucrase-isomaltase deficiency, congenital	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1290159	C1290159	Subacute bursitis	Disease or Syndrome	approved	1
Compound::DB01280	DB01280	Nelarabine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1292758	C1292758	Precursor T-cell lymphoblastic lymphoma	Neoplastic Process	approved	1
Compound::DB00758	DB00758	Clopidogrel	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1303258	C1303258	Acute ST segment elevation myocardial infarction (disorder)	Disease or Syndrome	approved	1
Compound::DB00322	DB00322	Floxuridine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1306632	C1306632	Primary malignant neoplasm of gastrointestinal tract	Neoplastic Process	approved	1
Compound::DB00417	DB00417	Phenoxymethylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318559	C1318559	Fusospirochetal pharyngitis	Disease or Syndrome	approved	1
Compound::DB01017	DB01017	Minocycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318559	C1318559	Fusospirochetal pharyngitis	Disease or Syndrome	approved	1
Compound::DB01053	DB01053	Benzylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318559	C1318559	Fusospirochetal pharyngitis	Disease or Syndrome	approved	1
Compound::DB09320	DB09320	Procaine benzylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318559	C1318559	Fusospirochetal pharyngitis	Disease or Syndrome	approved	1
Compound::DB00199	DB00199	Erythromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00207	DB00207	Azithromycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00218	DB00218	Moxifloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00319	DB00319	Piperacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00415	DB00415	Ampicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00417	DB00417	Phenoxymethylpenicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00438	DB00438	Ceftazidime	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00485	DB00485	Dicloxacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00512	DB00512	Vancomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00535	DB00535	Cefdinir	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00537	DB00537	Ciprofloxacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
Compound::DB00567	DB00567	Cephalexin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C1318973	C1318973	Staphylococcus aureus infection	Disease or Syndrome	approved	1
