raw_row_index	drug_name	drugbank_id	compound_entity	disease_name	umls_cui	disease_entity	sem_type	status_raw	trial_status_raw	detailed_status_raw	phase_raw	label	relation	is_positive	is_failed_like	valid_drugbank_and_cui	source_dataset	setting
9516	Cisplatin	DB00773	Compound::DB00773	Stage IIB Non-Small Cell Lung Carcinoma	C1336190	Disease::UMLS:C1336190	Neoplastic Process	Terminated	Terminated (Phase 1)	Low accrual	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9517	Cisplatin	DB00515	Compound::DB00515	Non-small cell lung cancer stage IIIA	C0278983	Disease::UMLS:C0278983	Neoplastic Process	Terminated	Terminated (Phase 1)	Low accrual	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9518	Etoposide	DB00773	Compound::DB00773	Non-small cell lung cancer stage IIIA	C0278983	Disease::UMLS:C0278983	Neoplastic Process	Terminated	Terminated (Phase 1)	Low accrual	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9519	Cisplatin	DB00773	Compound::DB00773	Non-small cell lung cancer stage IIIA	C0278983	Disease::UMLS:C0278983	Neoplastic Process	Terminated	Terminated (Phase 1)	Low accrual	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9520	Alitretinoin	DB00523	Compound::DB00523	Lupus Erythematosus, Cutaneous	C0024137	Disease::UMLS:C0024137	Disease or Syndrome	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9521	Tretinoin	DB00755	Compound::DB00755	Lupus Erythematosus, Cutaneous	C0024137	Disease::UMLS:C0024137	Disease or Syndrome	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9522	Melphalan	DB01042	Compound::DB01042	Retinoblastoma	C0035335	Disease::UMLS:C0035335	Neoplastic Process	Terminated	Terminated (Phase 2)	Only 5 subjects could be enrolled. The sample of 25 subjects could not be achieved due to it	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9523	Bevacizumab	DB00112	Compound::DB00112	Anaplastic astrocytoma	C0334579	Disease::UMLS:C0334579	Neoplastic Process	Suspended	Suspended (Phase 1/Phase 2)	In the process of transferring IRB to PI's current institution	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9524	Carboplatin	DB00958	Compound::DB00958	Anaplastic astrocytoma	C0334579	Disease::UMLS:C0334579	Neoplastic Process	Suspended	Suspended (Phase 1/Phase 2)	In the process of transferring IRB to PI's current institution	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9525	Anastrozole	DB01217	Compound::DB01217	Oestrogen receptor positive breast cancer	C2938924	Disease::UMLS:C2938924	Neoplastic Process	Terminated	Terminated (Phase 2)	Slow accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9526	Anastrozole	DB01217	Compound::DB01217	Breast cancer recurrent	C0278493	Disease::UMLS:C0278493	Neoplastic Process	Terminated	Terminated (Phase 2)	Slow accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9527	Anastrozole	DB01217	Compound::DB01217	Breast cancer stage II	C0278486	Disease::UMLS:C0278486	Neoplastic Process	Terminated	Terminated (Phase 2)	Slow accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9528	Verapamil	DB00661	Compound::DB00661	Classical phenylketonuria	C0751434	Disease::UMLS:C0751434	Disease or Syndrome	Terminated	Terminated (Phase 2)	Difficulty with recruitment and agreed with Sponsor to report completed data as case reports	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9529	Carboplatin	DB00958	Compound::DB00958	Adenocarcinoma Of Esophagus	C0279628	Disease::UMLS:C0279628	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Research Cancelled	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9530	Paclitaxel	DB01229	Compound::DB01229	Adenocarcinoma Of Esophagus	C0279628	Disease::UMLS:C0279628	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Research Cancelled	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9531	Lapatinib	DB01259	Compound::DB01259	Adenocarcinoma Of Esophagus	C0279628	Disease::UMLS:C0279628	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Research Cancelled	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9532	Carboplatin	DB00958	Compound::DB00958	Adenocarcinoma of the gastroesophageal junction	C1332166	Disease::UMLS:C1332166	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Research Cancelled	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9533	Paclitaxel	DB01229	Compound::DB01229	Adenocarcinoma of the gastroesophageal junction	C1332166	Disease::UMLS:C1332166	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Research Cancelled	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9534	Lapatinib	DB01259	Compound::DB01259	Adenocarcinoma of the gastroesophageal junction	C1332166	Disease::UMLS:C1332166	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Research Cancelled	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9535	Doxycycline	DB00254	Compound::DB00254	Colorectal Carcinoma	C0009402	Disease::UMLS:C0009402	Neoplastic Process	Terminated	Terminated (Phase 2)	Recruitement did not meet expectations. Prev. differentiation of RAS-wild-type and mutated RAS	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9536	Hydroxychloroquine	DB01611	Compound::DB01611	Secondary malignant neoplasm of bone	C0153690	Disease::UMLS:C0153690	Neoplastic Process	Terminated	Terminated (Phase 1)	Recently published data that has shown HCQ to be safe when combined with chemo and or	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9537	Hydroxychloroquine	DB01611	Compound::DB01611	unspecified adult solid tumor, protocol specific	C0279004	Disease::UMLS:C0279004	Neoplastic Process	Terminated	Terminated (Phase 1)	Recently published data that has shown HCQ to be safe when combined with chemo and or	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9538	Trastuzumab	DB00072	Compound::DB00072	HER-2 positive breast cancer	C1699634	Disease::UMLS:C1699634	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Closed early due to increased hematologic toxicity and possible reduced efficacy	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9539	Carboplatin	DB00958	Compound::DB00958	HER-2 positive breast cancer	C1699634	Disease::UMLS:C1699634	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Closed early due to increased hematologic toxicity and possible reduced efficacy	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9540	Oxaliplatin	DB00526	Compound::DB00526	Nasopharyngeal carcinoma	C2931822	Disease::UMLS:C2931822	Neoplastic Process	Terminated	Terminated (Phase 2)	poor accrual of eligible patients	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9541	Cyclophosphamide	DB00531	Compound::DB00531	Glioblastoma	C0017636	Disease::UMLS:C0017636	Neoplastic Process	Terminated	Terminated (Phase 1)	Due to poor accrual. This decision was taken without any safety reasons. Since beginning of	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9542	Imiquimod	DB00724	Compound::DB00724	Glioblastoma	C0017636	Disease::UMLS:C0017636	Neoplastic Process	Terminated	Terminated (Phase 1)	Due to poor accrual. This decision was taken without any safety reasons. Since beginning of	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9543	Tigecycline	DB00560	Compound::DB00560	Dialysis Catheter Infection	C1400574	Disease::UMLS:C1400574	Disease or Syndrome	Terminated	Terminated (Phase 3)	The study was stopped due to poor enrollment.	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9544	Heparin	DB01109	Compound::DB01109	Dialysis Catheter Infection	C1400574	Disease::UMLS:C1400574	Disease or Syndrome	Terminated	Terminated (Phase 3)	The study was stopped due to poor enrollment.	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9545	Milnacipran	DB04896	Compound::DB04896	Irritable Bowel Syndrome	C0022104	Disease::UMLS:C0022104	Disease or Syndrome	Terminated	Terminated (Phase 2)	Due to recruitment difficulties the study is terminated.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9546	Doxorubicin	DB00997	Compound::DB00997	colon cancer liver metastasis	C0742558	Disease::UMLS:C0742558	Neoplastic Process	Terminated	Terminated (Phase 2)	trial design contingent on RFA optimization	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9547	Lansoprazole	DB00448	Compound::DB00448	Eosinophilic esophagitis	C0341106	Disease::UMLS:C0341106	Disease or Syndrome	Withdrawn	Withdrawn (Phase 1/Phase 2)	Souces of funding have been terminated	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9548	Lansoprazole	DB00448	Compound::DB00448	Deglutition Disorders	C0011168	Disease::UMLS:C0011168	Disease or Syndrome	Withdrawn	Withdrawn (Phase 1/Phase 2)	Souces of funding have been terminated	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9549	Pregabalin	DB00230	Compound::DB00230	Neuralgia	C0027796	Disease::UMLS:C0027796	Sign or Symptom	Terminated	Terminated (Phase 2)	The trial was early terminated after it was concluded that there was no added benefit from	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9550	Tenofovir	DB00300	Compound::DB00300	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9551	Efavirenz	DB00625	Compound::DB00625	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9552	Lamivudine	DB00709	Compound::DB00709	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9553	Tacrolimus	DB00864	Compound::DB00864	Acute leukemia in remission	C0686586	Disease::UMLS:C0686586	Neoplastic Process	Terminated	Terminated (Phase 2)	We could not receive the support from the national medical insurance owing to the changed	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9554	Sirolimus	DB00877	Compound::DB00877	Acute leukemia in remission	C0686586	Disease::UMLS:C0686586	Neoplastic Process	Terminated	Terminated (Phase 2)	We could not receive the support from the national medical insurance owing to the changed	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9555	Everolimus	DB01590	Compound::DB01590	Acute leukemia in remission	C0686586	Disease::UMLS:C0686586	Neoplastic Process	Terminated	Terminated (Phase 2)	We could not receive the support from the national medical insurance owing to the changed	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9556	Doxorubicin	DB00997	Compound::DB00997	Solid tumour	C0280100	Disease::UMLS:C0280100	Neoplastic Process	Withdrawn	Withdrawn (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9557	Diclofenac	DB00586	Compound::DB00586	Kidney Failure, Chronic	C0022661	Disease::UMLS:C0022661	Disease or Syndrome	Terminated	Terminated (Phase 2)	Interim analysis shows harma to one of the study arms.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9558	Lumiracoxib	DB01283	Compound::DB01283	Kidney Failure, Chronic	C0022661	Disease::UMLS:C0022661	Disease or Syndrome	Terminated	Terminated (Phase 2)	Interim analysis shows harma to one of the study arms.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9559	Spironolactone	DB00421	Compound::DB00421	Type 2 diabetes mellitus with established diabetic nephropathy	C0837031	Disease::UMLS:C0837031	Disease or Syndrome	Terminated	Terminated (Phase 1)	See termination reason in detailed description.	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9560	Paromomycin	DB01421	Compound::DB01421	Leishmaniasis, Cutaneous	C0023283	Disease::UMLS:C0023283	Disease or Syndrome	Terminated	Terminated (Phase 2)	This study was closed prematurely due study team travel restrictions.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9561	Citalopram	DB00215	Compound::DB00215	Anxiety	C0003467	Disease::UMLS:C0003467	Mental or Behavioral Dysfunction	Withdrawn	Withdrawn (Phase 3)	Study was not given ethical approval- a alternative protocol required	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9562	Vorinostat	DB02546	Compound::DB02546	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	C0334634	Disease::UMLS:C0334634	Neoplastic Process	Terminated	Terminated (Phase 2)	Poor recruitment rate	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9563	Ezogabine	DB04953	Compound::DB04953	Epilepsy	C0014544	Disease::UMLS:C0014544	Disease or Syndrome	Terminated	Terminated (Phase 2)	Terminated after placing the study on hold at the request of the FDA	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9564	Vorinostat	DB01234	Compound::DB01234	Multiple Myeloma	C0026764	Disease::UMLS:C0026764	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9565	Lenalidomide	DB02546	Compound::DB02546	Multiple Myeloma	C0026764	Disease::UMLS:C0026764	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9566	Ketamine	DB01221	Compound::DB01221	Bipolar Disorder	C0005586	Disease::UMLS:C0005586	Mental or Behavioral Dysfunction	Suspended	Suspended (Phase 2/Phase 3)	Protocol Revisions	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9567	Atorvastatin	DB01076	Compound::DB01076	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Disease::UMLS:C0011860	Disease or Syndrome	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9568	Bortezomib	DB00188	Compound::DB00188	Malignant tumor of colon	C0007102	Disease::UMLS:C0007102	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Low accrual--unable to meet accrual goals	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9569	Bexarotene	DB00307	Compound::DB00307	Solid tumour	C0280100	Disease::UMLS:C0280100	Neoplastic Process	Terminated	Terminated (Phase 1)	Drug no longer available	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9570	Bexarotene	DB00307	Compound::DB00307	Multiple Myeloma	C0026764	Disease::UMLS:C0026764	Neoplastic Process	Terminated	Terminated (Phase 1)	Drug no longer available	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9571	Fludarabine	DB01073	Compound::DB01073	Leukemia, Myelocytic, Acute	C0023467	Disease::UMLS:C0023467	Neoplastic Process	Withdrawn	Withdrawn (Phase 1)	The treatment planned was determined to be of low feasibility as no subject was found eligible	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9572	Lidocaine	DB00281	Compound::DB00281	Interstitial Cystitis	C0282488	Disease::UMLS:C0282488	Disease or Syndrome	Terminated	Terminated (Phase 2)	This study was not enrolled completely and was terminated.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9573	Sirolimus	DB00877	Compound::DB00877	Endocrine Breast Diseases	C1449718	Disease::UMLS:C1449718	Disease or Syndrome	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9574	Letrozole	DB01006	Compound::DB01006	Endocrine Breast Diseases	C1449718	Disease::UMLS:C1449718	Disease or Syndrome	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9575	Lapatinib	DB01259	Compound::DB01259	Endocrine Breast Diseases	C1449718	Disease::UMLS:C1449718	Disease or Syndrome	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9576	Everolimus	DB01590	Compound::DB01590	Endocrine Breast Diseases	C1449718	Disease::UMLS:C1449718	Disease or Syndrome	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9577	Sirolimus	DB00877	Compound::DB00877	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9578	Letrozole	DB01006	Compound::DB01006	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9579	Lapatinib	DB01259	Compound::DB01259	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9580	Everolimus	DB01590	Compound::DB01590	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 2)	low accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9581	Bevacizumab	DB00112	Compound::DB00112	Metastatic melanoma	C0278883	Disease::UMLS:C0278883	Neoplastic Process	Terminated	Terminated (Phase 2)	Slow accrual; toxicity; change in priorities	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9582	Pravastatin	DB00175	Compound::DB00175	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Withdrawn	Withdrawn (Phase 2)	On 05/08/12, team working on revising protocol and re-open study under version 2.0	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9583	Tenofovir	DB00300	Compound::DB00300	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Withdrawn	Withdrawn (Phase 2)	On 05/08/12, team working on revising protocol and re-open study under version 2.0	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9584	Emtricitabine	DB00300	Compound::DB00300	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Withdrawn	Withdrawn (Phase 2)	On 05/08/12, team working on revising protocol and re-open study under version 2.0	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9585	Pravastatin	DB00879	Compound::DB00879	HIV-1 infection	C2363741	Disease::UMLS:C2363741	Disease or Syndrome	Withdrawn	Withdrawn (Phase 2)	On 05/08/12, team working on revising protocol and re-open study under version 2.0	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9586	Irinotecan	DB00762	Compound::DB00762	Neuroblastoma	C0027819	Disease::UMLS:C0027819	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Lack of Enrollment	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9587	Dacarbazine	DB00851	Compound::DB00851	Neuroblastoma	C0027819	Disease::UMLS:C0027819	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Lack of Enrollment	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9588	Temozolomide	DB00853	Compound::DB00853	Neuroblastoma	C0027819	Disease::UMLS:C0027819	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)	Lack of Enrollment	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9589	Bevacizumab	DB00112	Compound::DB00112	Secondary malignant neoplasm of liver	C0494165	Disease::UMLS:C0494165	Neoplastic Process	Terminated	Terminated (Phase 2)	Low or poor accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9590	Cholecalciferol	DB00169	Compound::DB00169	Adult Acute Myeloid Leukemia without Maturation	C0279623	Disease::UMLS:C0279623	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9591	Cholecalciferol	DB00169	Compound::DB00169	adult acute myeloid leukemia with 11q23 (MLL) abnormalities	C1541334	Disease::UMLS:C1541334	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9592	Cholecalciferol	DB00169	Compound::DB00169	adult acute myeloid leukemia with inv(16)(p13;q22)	C1541333	Disease::UMLS:C1541333	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9593	Cholecalciferol	DB00169	Compound::DB00169	adult acute myeloid leukemia with t(16;16)(p13;q22)	C1541332	Disease::UMLS:C1541332	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9594	Cholecalciferol	DB00169	Compound::DB00169	adult acute myeloid leukemia with t(8;21)(q22;q22)	C1541331	Disease::UMLS:C1541331	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9595	Cholecalciferol	DB00169	Compound::DB00169	adult acute myelomonocytic leukemia (M4)	C0279627	Disease::UMLS:C0279627	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9596	Cholecalciferol	DB00169	Compound::DB00169	adult erythroleukemia (M6a)	C1541339	Disease::UMLS:C1541339	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9597	Cholecalciferol	DB00169	Compound::DB00169	adult pure erythroid leukemia (M6b)	C1541340	Disease::UMLS:C1541340	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9598	Cholecalciferol	DB00169	Compound::DB00169	untreated adult acute myeloid leukemia	C0279089	Disease::UMLS:C0279089	Finding	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9599	Cholecalciferol	DB00169	Compound::DB00169	adult acute megakaryoblastic leukemia (M7)	C0279632	Disease::UMLS:C0279632	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9600	Cholecalciferol	DB00169	Compound::DB00169	adult acute monoblastic leukemia (M5a)	C0279629	Disease::UMLS:C0279629	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9601	Cholecalciferol	DB00169	Compound::DB00169	adult acute monocytic leukemia (M5b)	C0280634	Disease::UMLS:C0280634	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9602	Cholecalciferol	DB00169	Compound::DB00169	adult acute myeloblastic leukemia with maturation (M2)	C0279624	Disease::UMLS:C0279624	Neoplastic Process	Terminated	Terminated (Phase 2)	Lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9603	Aripiprazole	DB01238	Compound::DB01238	Bipolar Disorder	C0005586	Disease::UMLS:C0005586	Mental or Behavioral Dysfunction	Terminated	Terminated (Phase 3)	recruitment issues	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9604	Aripiprazole	DB01238	Compound::DB01238	Depressive episode, unspecified	C0349217	Disease::UMLS:C0349217	Mental or Behavioral Dysfunction	Terminated	Terminated (Phase 3)	recruitment issues	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9605	Alemtuzumab	DB00087	Compound::DB00087	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 2)	Objectives not met.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9606	Methotrexate	DB00563	Compound::DB00563	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 2)	Objectives not met.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
