drug	disease	relation	source_scope	conflict_flag
Chlorambucil	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Gefitinib	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Gefitinib	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Erlotinib	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Erlotinib	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Carmustine	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Carmustine	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Melphalan	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Melphalan	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Lomustine	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Lomustine	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Topotecan	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Topotecan	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Aurothioglucose	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Aurothioglucose	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Ergotamine	pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Ergotamine	postinflammatory pulmonary fibrosis	contraindication	overlap_with_setting_a	0
Cabergoline	severe pre-eclampsia	contraindication	overlap_with_setting_a	0
Cabergoline	preeclampsia	contraindication	overlap_with_setting_a	0
Bromocriptine	severe pre-eclampsia	contraindication	overlap_with_setting_a	0
Bromocriptine	preeclampsia	contraindication	overlap_with_setting_a	0
Calcium lactate	digitalis poisoning	contraindication	overlap_with_setting_a	0
Potassium chloride	digitalis poisoning	contraindication	overlap_with_setting_a	0
Melatonin	digitalis poisoning	contraindication	overlap_with_setting_a	0
Cholecalciferol	digitalis poisoning	contraindication	overlap_with_setting_a	0
Calcium acetate	digitalis poisoning	contraindication	overlap_with_setting_a	0
Etacrynic acid	digitalis poisoning	contraindication	overlap_with_setting_a	0
Dipyridamole	digitalis poisoning	contraindication	overlap_with_setting_a	0
Quinidine	digitalis poisoning	contraindication	overlap_with_setting_a	0
Serine	digitalis poisoning	contraindication	overlap_with_setting_a	0
Glycine	digitalis poisoning	contraindication	overlap_with_setting_a	0
Ergocalciferol	digitalis poisoning	contraindication	overlap_with_setting_a	0
Calcium gluconate	digitalis poisoning	contraindication	overlap_with_setting_a	0
Calcium glucoheptonate	digitalis poisoning	contraindication	overlap_with_setting_a	0
Calcium glycerophosphate	digitalis poisoning	contraindication	overlap_with_setting_a	0
Cianidanol	digitalis poisoning	contraindication	overlap_with_setting_a	0
Calcium chloride	digitalis poisoning	contraindication	overlap_with_setting_a	0
Calcium lactate	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Potassium chloride	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Calcium acetate	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Dipyridamole	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Serine	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Glycine	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Calcium gluconate	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Calcium glucoheptonate	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Calcium glycerophosphate	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Digoxin	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Calcium chloride	ventricular fibrillation (disease)	contraindication	overlap_with_setting_a	0
Epinephrine	thrombotic disease	contraindication	overlap_with_setting_a	0
Norepinephrine	thrombotic disease	contraindication	overlap_with_setting_a	0
Piroxicam	thrombotic disease	contraindication	overlap_with_setting_a	0
Fenoprofen	thrombotic disease	contraindication	overlap_with_setting_a	0
Tranexamic acid	thrombotic disease	contraindication	overlap_with_setting_a	0
Cholic Acid	sclerosing cholangitis	contraindication	overlap_with_setting_a	0
Chenodeoxycholic acid	sclerosing cholangitis	contraindication	overlap_with_setting_a	0
Cholic Acid	primary biliary cholangitis	contraindication	overlap_with_setting_a	0
Cholic Acid	Reynolds syndrome	contraindication	overlap_with_setting_a	0
Fenofibrate	primary biliary cholangitis	contraindication	overlap_with_setting_a	0
Fenofibrate	Reynolds syndrome	contraindication	overlap_with_setting_a	0
Chenodeoxycholic acid	primary biliary cholangitis	contraindication	overlap_with_setting_a	0
Chenodeoxycholic acid	Reynolds syndrome	contraindication	overlap_with_setting_a	0
Fenofibric acid	primary biliary cholangitis	contraindication	overlap_with_setting_a	0
Fenofibric acid	Reynolds syndrome	contraindication	overlap_with_setting_a	0
Gemfibrozil	primary biliary cholangitis	contraindication	overlap_with_setting_a	0
Gemfibrozil	Reynolds syndrome	contraindication	overlap_with_setting_a	0
Fluticasone propionate	adrenal gland hyperfunction	contraindication	overlap_with_setting_a	0
Fluticasone propionate	Cushing syndrome	contraindication	overlap_with_setting_a	0
Desonide	adrenal gland hyperfunction	contraindication	overlap_with_setting_a	0
Desonide	Cushing syndrome	contraindication	overlap_with_setting_a	0
Budesonide	adrenal gland hyperfunction	contraindication	overlap_with_setting_a	0
Budesonide	Cushing syndrome	contraindication	overlap_with_setting_a	0
Cortisone acetate	adrenal gland hyperfunction	contraindication	overlap_with_setting_a	0
Cortisone acetate	Cushing syndrome	contraindication	overlap_with_setting_a	0
Fluticasone furoate	adrenal gland hyperfunction	contraindication	overlap_with_setting_a	0
Fluticasone furoate	Cushing syndrome	contraindication	overlap_with_setting_a	0
Fluocinonide	adrenal gland hyperfunction	contraindication	overlap_with_setting_a	0
Fluocinonide	Cushing syndrome	contraindication	overlap_with_setting_a	0
Cycloserine	megaloblastic anemia (disease)	contraindication	overlap_with_setting_a	0
Phenytoin	megaloblastic anemia (disease)	contraindication	overlap_with_setting_a	0
Serine	megaloblastic anemia (disease)	contraindication	overlap_with_setting_a	0
Phenobarbital	megaloblastic anemia (disease)	contraindication	overlap_with_setting_a	0
Primidone	megaloblastic anemia (disease)	contraindication	overlap_with_setting_a	0
Amprenavir	homozygous familial hypercholesterolemia	contraindication	overlap_with_setting_a	0
Levonorgestrel	bacterial vaginosis	contraindication	overlap_with_setting_a	0
Levonorgestrel	vaginitis (disease)	contraindication	overlap_with_setting_a	0
Levonorgestrel	vulvitis	contraindication	overlap_with_setting_a	0
Levonorgestrel	vulvovaginitis	contraindication	overlap_with_setting_a	0
Levonorgestrel	HIV infectious disease	contraindication	overlap_with_setting_a	0
Levonorgestrel	AIDS	contraindication	overlap_with_setting_a	0
Ascorbic acid	HIV infectious disease	contraindication	overlap_with_setting_a	0
Ascorbic acid	AIDS	contraindication	overlap_with_setting_a	0
Zinc gluconate	HIV infectious disease	contraindication	overlap_with_setting_a	0
Zinc gluconate	AIDS	contraindication	overlap_with_setting_a	0
Levonorgestrel	amenorrhea (disease)	contraindication	overlap_with_setting_a	0
Levonorgestrel	liver cancer	contraindication	overlap_with_setting_a	0
Levonorgestrel	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Testosterone	liver cancer	contraindication	overlap_with_setting_a	0
Testosterone	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Methyltestosterone	liver cancer	contraindication	overlap_with_setting_a	0
Methyltestosterone	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Progesterone	liver cancer	contraindication	overlap_with_setting_a	0
Progesterone	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Mestranol	liver cancer	contraindication	overlap_with_setting_a	0
Mestranol	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Norethisterone	liver cancer	contraindication	overlap_with_setting_a	0
Norethisterone	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Ethinylestradiol	liver cancer	contraindication	overlap_with_setting_a	0
Ethinylestradiol	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Estrone	liver cancer	contraindication	overlap_with_setting_a	0
Estrone	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Estradiol	liver cancer	contraindication	overlap_with_setting_a	0
Estradiol	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Norgestimate	liver cancer	contraindication	overlap_with_setting_a	0
Norgestimate	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Erlotinib	liver cancer	contraindication	overlap_with_setting_a	0
Erlotinib	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Ferrous fumarate	liver cancer	contraindication	overlap_with_setting_a	0
Ferrous fumarate	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Tranexamic acid	liver cancer	contraindication	overlap_with_setting_a	0
Tranexamic acid	hepatocellular carcinoma	contraindication	overlap_with_setting_a	0
Levonorgestrel	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Mestranol	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Norethisterone	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Ethinylestradiol	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Estrone	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Estradiol	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Norgestimate	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Ferrous fumarate	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Tranexamic acid	breast fibrocystic disease	contraindication	overlap_with_setting_a	0
Apraclonidine	ascorbic acid deficiency	contraindication	overlap_with_setting_a	0
Apraclonidine	scurvy	contraindication	overlap_with_setting_a	0
Idarubicin	enterocolitis (disease)	contraindication	overlap_with_setting_a	0
Idarubicin	gastroenteritis	contraindication	overlap_with_setting_a	0
Etidronic acid	enterocolitis (disease)	contraindication	overlap_with_setting_a	0
Etidronic acid	gastroenteritis	contraindication	overlap_with_setting_a	0
Dipyridamole	hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Dipyridamole	familial hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Vardenafil	hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Vardenafil	familial hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Digoxin	hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Digoxin	familial hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Tadalafil	hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Tadalafil	familial hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Sildenafil	hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Sildenafil	familial hypertrophic cardiomyopathy	contraindication	overlap_with_setting_a	0
Erlotinib	corneal ulcer	contraindication	overlap_with_setting_a	0
Diclofenac	corneal ulcer	contraindication	overlap_with_setting_a	0
Lidocaine	corneal ulcer	contraindication	overlap_with_setting_a	0
Albiglutide	multiple endocrine neoplasia	contraindication	overlap_with_setting_a	0
Liraglutide	multiple endocrine neoplasia	contraindication	overlap_with_setting_a	0
Serine	phenylketonuria	contraindication	overlap_with_setting_a	0
Serine	disorder of phenylalanine metabolism	contraindication	overlap_with_setting_a	0
Glycine	phenylketonuria	contraindication	overlap_with_setting_a	0
Glycine	disorder of phenylalanine metabolism	contraindication	overlap_with_setting_a	0
Cysteine	phenylketonuria	contraindication	overlap_with_setting_a	0
Cysteine	disorder of phenylalanine metabolism	contraindication	overlap_with_setting_a	0
Tyramine	phenylketonuria	contraindication	overlap_with_setting_a	0
Tyramine	disorder of phenylalanine metabolism	contraindication	overlap_with_setting_a	0
Cholestyramine	phenylketonuria	contraindication	overlap_with_setting_a	0
Cholestyramine	disorder of phenylalanine metabolism	contraindication	overlap_with_setting_a	0
Silicon dioxide	hemorrhoid	contraindication	overlap_with_setting_a	0
Almasilate	hemorrhoid	contraindication	overlap_with_setting_a	0
Didanosine	hemorrhoid	contraindication	overlap_with_setting_a	0
Salicylamide	hemorrhoid	contraindication	overlap_with_setting_a	0
Caffeine	hemorrhoid	contraindication	overlap_with_setting_a	0
Magnesium carbonate	hemorrhoid	contraindication	overlap_with_setting_a	0
Indomethacin	hemorrhoid	contraindication	overlap_with_setting_a	0
Tyramine	hemorrhoid	contraindication	overlap_with_setting_a	0
Magnesium trisilicate	hemorrhoid	contraindication	overlap_with_setting_a	0
Magnesium hydroxide	hemorrhoid	contraindication	overlap_with_setting_a	0
Cholestyramine	hemorrhoid	contraindication	overlap_with_setting_a	0
Azelaic acid	Wilson disease	contraindication	overlap_with_setting_a	0
Azelaic acid	iron metabolism disease	contraindication	overlap_with_setting_a	0
Azelaic acid	hereditary hemochromatosis	contraindication	overlap_with_setting_a	0
Ferrous sulfate anhydrous	gastroenteritis	contraindication	overlap_with_setting_a	0
Iron	gastroenteritis	contraindication	overlap_with_setting_a	0
Vitamin A	gastroenteritis	contraindication	overlap_with_setting_a	0
Pyridoxine	gastroenteritis	contraindication	overlap_with_setting_a	0
Folic acid	gastroenteritis	contraindication	overlap_with_setting_a	0
Ascorbic acid	gastroenteritis	contraindication	overlap_with_setting_a	0
Ferrous gluconate	gastroenteritis	contraindication	overlap_with_setting_a	0
Hematin	gastroenteritis	contraindication	overlap_with_setting_a	0
Ferrous fumarate	gastroenteritis	contraindication	overlap_with_setting_a	0
Succinic acid	gastroenteritis	contraindication	overlap_with_setting_a	0
Docusate	gastroenteritis	contraindication	overlap_with_setting_a	0
Ferric oxide	hemosiderosis	contraindication	overlap_with_setting_a	0
Potassium chloride	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Bisacodyl	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ascorbic acid	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Polyethylene glycol	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Polyethylene glycol 400	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Polyethylene glycol 300	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Polyethylene glycol 3500	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Penicillamine	iron deficiency anemia	contraindication	overlap_with_setting_a	0
Penicillamine	hypochromic anemia	contraindication	overlap_with_setting_a	0
Penicillamine	deficiency anemia	contraindication	overlap_with_setting_a	0
Penicillamine	microcytic anemia	contraindication	overlap_with_setting_a	0
Triethylenetetramine	iron deficiency anemia	contraindication	overlap_with_setting_a	0
Triethylenetetramine	hypochromic anemia	contraindication	overlap_with_setting_a	0
Triethylenetetramine	deficiency anemia	contraindication	overlap_with_setting_a	0
Triethylenetetramine	microcytic anemia	contraindication	overlap_with_setting_a	0
Chlorthalidone	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Dipyridamole	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Propafenone	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Mefloquine	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Clonidine	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Galantamine	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Doxorubicin	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Digoxin	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Atazanavir	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Pregabalin	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Rivastigmine	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Donepezil	atrioventricular block (disease)	contraindication	overlap_with_setting_a	0
Fluocinolone acetonide	mycotic corneal ulcer	contraindication	overlap_with_setting_a	0
Caffeine	brain ischemia	contraindication	overlap_with_setting_a	0
Caffeine	transient ischemic attack (disease)	contraindication	overlap_with_setting_a	0
Phenobarbital	brain ischemia	contraindication	overlap_with_setting_a	0
Phenobarbital	transient ischemic attack (disease)	contraindication	overlap_with_setting_a	0
Vandetanib	brain ischemia	contraindication	overlap_with_setting_a	0
Vandetanib	transient ischemic attack (disease)	contraindication	overlap_with_setting_a	0
Naproxen	brain ischemia	contraindication	overlap_with_setting_a	0
Almotriptan	brain ischemia	contraindication	overlap_with_setting_a	0
Eletriptan	brain ischemia	contraindication	overlap_with_setting_a	0
Zolmitriptan	brain ischemia	contraindication	overlap_with_setting_a	0
Ergotamine	brain ischemia	contraindication	overlap_with_setting_a	0
Ergotamine	transient ischemic attack (disease)	contraindication	overlap_with_setting_a	0
Sumatriptan	brain ischemia	contraindication	overlap_with_setting_a	0
Thiopental	myxedema	contraindication	overlap_with_setting_a	0
Thiopental	hypothyroidism	contraindication	overlap_with_setting_a	0
Thiopental	congenital hypothyroidism	contraindication	overlap_with_setting_a	0
Dipyridamole	myxedema	contraindication	overlap_with_setting_a	0
Dipyridamole	hypothyroidism	contraindication	overlap_with_setting_a	0
Dipyridamole	congenital hypothyroidism	contraindication	overlap_with_setting_a	0
Digoxin	myxedema	contraindication	overlap_with_setting_a	0
Digoxin	hypothyroidism	contraindication	overlap_with_setting_a	0
Digoxin	congenital hypothyroidism	contraindication	overlap_with_setting_a	0
Codeine	central nervous system disease	contraindication	overlap_with_setting_a	0
Codeine	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Codeine	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Codeine	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Phenylephrine	central nervous system disease	contraindication	overlap_with_setting_a	0
Phenylephrine	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Phenylephrine	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Phenylephrine	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Dextromethorphan	central nervous system disease	contraindication	overlap_with_setting_a	0
Dextromethorphan	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Dextromethorphan	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Dextromethorphan	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Megestrol acetate	hypogonadism, male	contraindication	overlap_with_setting_a	0
Megestrol acetate	eunuchism	contraindication	overlap_with_setting_a	0
Megestrol acetate	premature menopause	contraindication	overlap_with_setting_a	0
Megestrol acetate	androgen insensitivity syndrome	contraindication	overlap_with_setting_a	0
Amiodarone	extrinsic allergic alveolitis	contraindication	overlap_with_setting_a	0
Amiodarone	hypersensitivity pneumonitis	contraindication	overlap_with_setting_a	0
Amiodarone	farmer's lung disease	contraindication	overlap_with_setting_a	0
Fondaparinux	autoimmune thrombocytopenic	contraindication	overlap_with_setting_a	0
Fondaparinux	thrombocytopenia due to immune destruction	contraindication	overlap_with_setting_a	0
Liothyronine	thyroid crisis (disease)	contraindication	overlap_with_setting_a	0
Haloperidol	thyroid crisis (disease)	contraindication	overlap_with_setting_a	0
Levothyroxine	thyroid crisis (disease)	contraindication	overlap_with_setting_a	0
Phendimetrazine	preeclampsia	contraindication	overlap_with_setting_a	0
Phendimetrazine	mild pre-eclampsia	contraindication	overlap_with_setting_a	0
Progesterone	preeclampsia	contraindication	overlap_with_setting_a	0
Progesterone	mild pre-eclampsia	contraindication	overlap_with_setting_a	0
Histamine	preeclampsia	contraindication	overlap_with_setting_a	0
Histamine	mild pre-eclampsia	contraindication	overlap_with_setting_a	0
Chlorphentermine	preeclampsia	contraindication	overlap_with_setting_a	0
Chlorphentermine	mild pre-eclampsia	contraindication	overlap_with_setting_a	0
Bromocriptine	mild pre-eclampsia	contraindication	overlap_with_setting_a	0
Phentermine	preeclampsia	contraindication	overlap_with_setting_a	0
Phentermine	mild pre-eclampsia	contraindication	overlap_with_setting_a	0
Alprostadil	urethritis (disease)	contraindication	overlap_with_setting_a	0
Alprostadil	polycythemia (disease)	contraindication	overlap_with_setting_a	0
Alprostadil	acute lymphoblastic leukemia (disease)	contraindication	overlap_with_setting_a	0
Alprostadil	myeloid leukemia	contraindication	overlap_with_setting_a	0
Alprostadil	sickle cell disease and related diseases	contraindication	overlap_with_setting_a	0
Alprostadil	hemoglobinopathy	contraindication	overlap_with_setting_a	0
Potassium chloride	epiglottitis	contraindication	overlap_with_setting_a	0
Brimonidine	thromboangiitis obliterans	contraindication	overlap_with_setting_a	0
Nicotine	thromboangiitis obliterans	contraindication	overlap_with_setting_a	0
Timolol	thromboangiitis obliterans	contraindication	overlap_with_setting_a	0
Sodium tetradecyl sulfate	thromboangiitis obliterans	contraindication	overlap_with_setting_a	0
Doxazosin	intestinal obstruction	contraindication	overlap_with_setting_a	0
Nifedipine	intestinal obstruction	contraindication	overlap_with_setting_a	0
Paliperidone	intestinal obstruction	contraindication	overlap_with_setting_a	0
Bendroflumethiazide	heart failure	contraindication	overlap_with_setting_a	0
Bendroflumethiazide	congestive heart failure	contraindication	overlap_with_setting_a	0
Chlorothiazide	heart failure	contraindication	overlap_with_setting_a	0
Chlorothiazide	congestive heart failure	contraindication	overlap_with_setting_a	1
Hydrochlorothiazide	heart failure	contraindication	overlap_with_setting_a	0
Hydrochlorothiazide	congestive heart failure	contraindication	overlap_with_setting_a	1
Nadolol	heart failure	contraindication	overlap_with_setting_a	0
Nadolol	congestive heart failure	contraindication	overlap_with_setting_a	0
Penbutolol	heart failure	contraindication	overlap_with_setting_a	0
Penbutolol	congestive heart failure	contraindication	overlap_with_setting_a	0
Timolol	heart failure	contraindication	overlap_with_setting_a	0
Timolol	congestive heart failure	contraindication	overlap_with_setting_a	0
Pindolol	heart failure	contraindication	overlap_with_setting_a	0
Pindolol	congestive heart failure	contraindication	overlap_with_setting_a	0
Lisdexamfetamine	Tourette syndrome	contraindication	overlap_with_setting_a	0
Metamfetamine	Tourette syndrome	contraindication	overlap_with_setting_a	0
Dextroamphetamine	Tourette syndrome	contraindication	overlap_with_setting_a	0
Dexmethylphenidate	Tourette syndrome	contraindication	overlap_with_setting_a	0
Amphetamine	Tourette syndrome	contraindication	overlap_with_setting_a	0
Butabarbital	Tourette syndrome	contraindication	overlap_with_setting_a	0
Methylphenidate	Tourette syndrome	contraindication	overlap_with_setting_a	0
Indomethacin	malignant colon neoplasm	contraindication	overlap_with_setting_a	0
Indomethacin	colorectal cancer	contraindication	overlap_with_setting_a	0
Indomethacin	colonic neoplasm	contraindication	overlap_with_setting_a	0
Indomethacin	squamous cell carcinoma of colon	contraindication	overlap_with_setting_a	0
Nicardipine	hypertension	contraindication	overlap_with_setting_a	1
Didanosine	pancreatitis	contraindication	overlap_with_setting_a	0
Linagliptin	pancreatitis	contraindication	overlap_with_setting_a	0
Nilotinib	pancreatitis	contraindication	overlap_with_setting_a	0
Sunitinib	pancreatitis	contraindication	overlap_with_setting_a	0
Furosemide	pancreatitis	contraindication	overlap_with_setting_a	0
Pazopanib	pancreatitis	contraindication	overlap_with_setting_a	0
Ribavirin	pancreatitis	contraindication	overlap_with_setting_a	0
Sorafenib	pancreatitis	contraindication	overlap_with_setting_a	0
Tigecycline	pancreatitis	contraindication	overlap_with_setting_a	0
Liraglutide	pancreatitis	contraindication	overlap_with_setting_a	0
Clevidipine	pancreatitis	contraindication	overlap_with_setting_a	0
Triethylenetetramine	pancreatitis	contraindication	overlap_with_setting_a	0
Mannitol	pulmonary edema	contraindication	overlap_with_setting_a	0
Zoledronic acid	pulmonary edema	contraindication	overlap_with_setting_a	0
Auranofin	Sjogren syndrome	contraindication	overlap_with_setting_a	0
Auranofin	dry eye syndrome	contraindication	overlap_with_setting_a	0
Aurothioglucose	Sjogren syndrome	contraindication	overlap_with_setting_a	0
Aurothioglucose	dry eye syndrome	contraindication	overlap_with_setting_a	0
Polythiazide	narcolepsy	contraindication	overlap_with_setting_a	0
Polythiazide	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Polythiazide	central nervous system disease	contraindication	overlap_with_setting_a	0
Polythiazide	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Polythiazide	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Prazosin	narcolepsy	contraindication	overlap_with_setting_a	0
Prazosin	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Prazosin	central nervous system disease	contraindication	overlap_with_setting_a	0
Prazosin	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Prazosin	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Lemborexant	narcolepsy	contraindication	overlap_with_setting_a	0
Lemborexant	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Lemborexant	central nervous system disease	contraindication	overlap_with_setting_a	0
Lemborexant	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Lemborexant	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Pramipexole	narcolepsy	contraindication	overlap_with_setting_a	0
Pramipexole	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Pramipexole	central nervous system disease	contraindication	overlap_with_setting_a	0
Pramipexole	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Pramipexole	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Suvorexant	narcolepsy	contraindication	overlap_with_setting_a	0
Suvorexant	narcolepsy-cataplexy syndrome	contraindication	overlap_with_setting_a	0
Suvorexant	central nervous system disease	contraindication	overlap_with_setting_a	0
Suvorexant	Balo concentric sclerosis	contraindication	overlap_with_setting_a	0
Suvorexant	X-linked adrenoleukodystrophy	contraindication	overlap_with_setting_a	0
Modafinil	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Armodafinil	postural orthostatic tachycardia syndrome	contraindication	overlap_with_setting_a	0
Carmustine	infectious meningitis	contraindication	overlap_with_setting_a	0
Carmustine	meningitis (disease)	contraindication	overlap_with_setting_a	0
Carmustine	arachnoiditis	contraindication	overlap_with_setting_a	0
Carmustine	IgG4-related pachymeningitis	contraindication	overlap_with_setting_a	0
Beclomethasone dipropionate	leprosy	contraindication	overlap_with_setting_a	0
Leucovorin	pernicious anemia	contraindication	overlap_with_setting_a	0
Pantoprazole	pernicious anemia	contraindication	overlap_with_setting_a	0
Sirolimus	brain cancer	contraindication	overlap_with_setting_a	0
Sirolimus	embryonal carcinoma	contraindication	overlap_with_setting_a	0
Sirolimus	pituicytoma	contraindication	overlap_with_setting_a	0
Sirolimus	giant cell glioblastoma	contraindication	overlap_with_setting_a	0
Sirolimus	anaplastic astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	diffuse astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	protoplasmic astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	fibrillary astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	gemistocytic astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	pleomorphic xanthoastrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	juvenile pilocytic astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	pilomyxoid astrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	oligodendroglial tumor	contraindication	overlap_with_setting_a	0
Sirolimus	anaplastic oligodendroglioma	contraindication	overlap_with_setting_a	0
Sirolimus	anaplastic ependymoma	contraindication	overlap_with_setting_a	0
Sirolimus	oligoastrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	anaplastic oligoastrocytoma	contraindication	overlap_with_setting_a	0
Sirolimus	angiocentric glioma	contraindication	overlap_with_setting_a	0
Sirolimus	chordoid glioma of the third ventricle	contraindication	overlap_with_setting_a	0
Sirolimus	astroblastoma	contraindication	overlap_with_setting_a	0
Sirolimus	ependymoblastoma	contraindication	overlap_with_setting_a	0
Sirolimus	neuroepithelial neoplasm	contraindication	overlap_with_setting_a	0
Sirolimus	glioblastoma (disease)	contraindication	overlap_with_setting_a	0
Sirolimus	peripheral primitive neuroectodermal tumor	contraindication	overlap_with_setting_a	0
Sirolimus	embryonal carcinoma of the central nervous system	contraindication	overlap_with_setting_a	0
